Rainwater and Run-off Harvesting,28.532686,77.141672,0.278909713,1613.158208,0.993987392,12,15,662,1,0
Rainwater and Run-off Harvesting,28.512625,77.248695,0.915222585,1613.158208,1.087759447,21,15,682,1,0
Rainwater and Run-off Harvesting,28.641761,77.191504,0.9982934,1613.158208,1.068662605,12,12,684,1,0
Rainwater and Run-off Harvesting,28.630862,77.093942,0.116472557,1613.158208,0.944933824,15,15,644,1,0
Rainwater and Run-off Harvesting,28.620621,77.28724,0.142321408,1613.158208,1.04214028,15,15,689,1,0
Rainwater and Run-off Harvesting,28.562541,77.266554,0.73980999,1613.158208,1.04214028,18,12,686,1,0
Rainwater and Run-off Harvesting,28.589929,77.250827,0.538330674,1613.158208,1.04214028,21,21,678,1,0
Rainwater and Run-off Harvesting,28.586543,77.180794,0.123663381,1613.158208,1.068662605,18,15,672,1,0
Rainwater and Run-off Harvesting,28.564685,77.153755,1.837222457,1613.158208,1.068662605,12,12,670,1,0
Rainwater and Run-off Harvesting,28.517881,77.077429,0.355709344,1613.158208,0.993987392,21,18,636,1,0
Rainwater and Run-off Harvesting,28.422209,76.993908,0.322363466,1410.850534,0.949520692,12,12,607,1,0
Rainwater and Run-off Harvesting,-7.453025,-44.7798,2.335652113,1233.961422,0.300700617,18,18,1035,1,0
Rainwater and Run-off Harvesting,36.630561,117.020692,6.699755669,1488.746044,1.095047249,21,21,648,1,0
Rainwater and Run-off Harvesting,36.616178,116.965843,7.110814095,1842.108177,1.095047249,21,21,645,1,0
Rainwater and Run-off Harvesting,36.611064,116.962778,6.115531921,1842.108177,1.095047249,21,21,653,1,0
"Well, Shaft and Borehole Recharge",35.269552,-106.669859,4.100868702,890.5025272,0.063919648,18,18,239,1,0
"Well, Shaft and Borehole Recharge",43.20966004,2.440985933,2.924092054,1242.986866,0.59613899,21,21,699,1,0
"Well, Shaft and Borehole Recharge",34.900454,5.756197,0.454520494,1568.215904,0.014425074,27,27,136,1,0
"Well, Shaft and Borehole Recharge",33.423801,10.36589,0.926493347,0,0.020133416,33,33,169,1,0
"Well, Shaft and Borehole Recharge",45.615,11.337,0.98843056,339.9189167,2.506382988,18,12,1014,1,0
"Well, Shaft and Borehole Recharge",45.698,11.523,0.35411787,339.9189167,3.022977019,21,15,1108,1,0
"Well, Shaft and Borehole Recharge",45.698,11.523,0.35411787,339.9189167,3.022977019,21,15,1108,1,0
